datetime,Temperature-Internal,Humidity,Pressure
2018-06-22 00:00:01.916196,80.26436996459961,53.754398345947266,1008.49658203125
2018-06-22 00:05:01.996637,80.3633430480957,53.809410095214844,1008.474365234375
2018-06-22 00:10:02.085632,80.29736328125,53.85573959350586,1008.4462890625
2018-06-22 00:15:02.170522,80.52829589843749,56.18080139160156,1008.35546875
2018-06-22 00:20:02.261389,80.85820846557617,53.96287155151367,1008.303466796875
2018-06-22 00:25:02.281949,80.16539688110352,53.92523193359375,1008.234375
2018-06-22 00:30:02.306640,80.56128921508788,52.90892028808594,1008.19091796875
2018-06-22 00:35:02.344745,80.59428253173827,53.835472106933594,1008.170166015625
2018-06-22 00:40:02.373395,80.26436996459961,53.72834014892578,1008.115966796875
2018-06-22 00:45:02.415673,80.19839019775391,54.22346496582031,1008.151611328125
2018-06-22 00:50:02.453719,80.42932281494141,54.180030822753906,1008.08837890625
2018-06-22 00:55:02.491759,80.13240356445313,54.206092834472656,1008.05517578125
2018-06-22 01:00:02.522213,80.03343048095702,54.23794174194336,1008.026611328125
2018-06-22 01:05:02.527320,80.0994171142578,54.0757942199707,1008.0361328125
2018-06-22 01:10:02.588806,80.16539688110352,54.2813720703125,1008.10986328125
2018-06-22 01:15:02.636232,79.86847076416016,54.562232971191406,1008.086181640625
2018-06-22 01:20:02.737622,80.4623161315918,54.04973602294922,1008.09375
2018-06-22 01:25:02.782813,80.79222869873047,53.372196197509766,1008.065185546875
2018-06-22 01:30:02.815629,80.75923538208008,53.88758850097656,1008.065673828125
2018-06-22 01:35:01.858371,81.02316818237306,52.56725311279297,1008.10986328125
2018-06-22 01:40:01.895078,80.89120178222656,53.40114974975586,1008.145263671875
2018-06-22 01:45:01.932830,80.99017486572266,53.65305709838867,1008.076171875
2018-06-22 01:50:02.023689,81.15513458251952,52.63964080810547,1007.941650390625
2018-06-22 01:55:02.130475,80.72624206542969,53.54302978515625,1007.977294921875
2018-06-22 02:00:02.142487,80.4953094482422,53.78335189819336,1007.973876953125
2018-06-22 02:05:02.156280,80.72624206542969,53.33165740966797,1007.970947265625
