datetime,Temperature,Humidity,Pressure
2018-06-20 05:45:02.551631,76.86627464294433,56.056297302246094,1007.99755859375
2018-06-20 05:50:02.594085,76.56935539245605,56.53694534301758,1007.9677734375
2018-06-20 05:55:02.639267,76.43739242553711,56.5745849609375,1008.052001953125
2018-06-20 06:00:02.663490,76.50337219238281,56.08525085449219,1008.026611328125
2018-06-20 06:05:02.738850,76.56935539245605,56.82649230957031,1008.08056640625
2018-06-20 06:10:02.826623,76.96525115966797,56.366111755371094,1008.04052734375
2018-06-20 06:15:01.845671,77.13020401000976,56.01286315917969,1008.132080078125
2018-06-20 06:20:01.996129,77.32815017700194,55.06604766845703,1008.228759765625
2018-06-20 06:25:02.090510,76.89926452636719,56.15474319458008,1008.16064453125
2018-06-20 06:30:02.143558,76.76730155944824,56.01286315917969,1008.135986328125
